(453.426800, -16.063360, 895.040600)
(453.426800, -16.058470, 895.040600)
(453.426800, -16.058430, 895.040600)
(453.426800, -16.058430, 895.040600)
(453.426800, -16.058430, 895.040600)
(453.426800, -16.058430, 895.040600)
(453.426800, -16.058430, 895.040600)
(453.426800, -16.058430, 895.040600)
(453.426800, -16.058430, 895.040600)
(453.426800, -16.058430, 895.040600)
(459.581200, -22.102190, 893.757300)
(459.581200, -22.102200, 893.757300)
(459.268600, -22.227420, 893.758100)
(459.265800, -21.961420, 893.801300)
(459.253100, -21.934540, 893.805600)
(459.340600, -21.782840, 893.826100)
(459.370100, -21.809220, 893.827500)
(458.031600, -21.293220, 894.005200)
(449.658700, -15.281970, 895.413200)
(449.669800, -15.434360, 895.397000)
(447.614700, -13.931580, 895.766700)
(447.425400, -13.099310, 895.891400)
(447.425400, -13.099310, 895.891400)
(447.231500, -12.739690, 895.941800)
(447.238800, -12.590140, 895.959400)
(447.187700, -12.519130, 895.963500)
(447.268700, -12.412530, 895.968000)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
(447.958000, -13.421980, 895.801800)
(452.669900, -18.269980, 894.804700)
(453.660800, -18.574150, 894.688100)
(453.660800, -18.574160, 894.688100)
(453.797400, -18.428740, 894.706400)
(453.855000, -18.222700, 894.731500)
(453.832600, -18.266550, 894.728100)
(453.769000, -18.421310, 894.707800)
(464.630200, -17.170200, 893.956200)
(470.713700, -15.920470, 893.611000)
(473.427200, -14.968630, 893.505700)
(473.379200, -14.716910, 893.538200)
(473.274200, -14.071140, 893.619400)
(464.175100, -12.392250, 894.559200)
(464.175100, -12.392270, 894.559200)
(451.232700, -9.916787, 895.898900)
(451.332700, -9.511550, 895.950700)
(451.445000, -9.334873, 895.975900)
(451.445000, -9.334850, 895.975900)
(451.342800, -9.048766, 896.007300)
(450.728600, -8.804058, 896.073600)
(445.109800, -7.925179, 896.607700)
(445.109800, -7.925200, 896.607700)
(443.401500, -7.258159, 896.801900)
(443.407000, -6.773468, 896.827500)
(443.407000, -6.773470, 896.827500)
(443.359300, -6.517132, 896.823600)
(443.472100, -6.547379, 896.814600)
(443.472100, -6.547383, 896.814600)
(0.000000, 0.000000, 0.000000)
(432.594100, -3.721285, 897.873400)
(418.069200, 1.419470, 899.547000)
(417.677500, 1.472014, 899.458500)
(416.852100, 2.183659, 899.421900)
(416.499000, 2.469706, 899.369800)
(416.499000, 2.469706, 899.369800)
(420.519400, -0.607419, 898.696900)
(420.519400, -0.607417, 898.696900)
(429.061000, -5.167517, 897.630100)
(443.044600, -10.500000, 896.127700)
(443.236400, -10.017540, 896.190700)
(443.236400, -10.017560, 896.190700)
(442.947700, -9.407918, 896.284900)
(444.927700, -9.706457, 896.182100)
(448.755000, -10.558930, 895.928500)
(448.771000, -10.558930, 896.039900)
(449.361200, -10.072570, 896.160600)
(449.377200, -10.072560, 896.272100)
(449.527000, -9.848917, 896.405200)
(449.648100, -9.772389, 896.526300)
(451.474000, -8.823811, 896.586100)
(451.563800, -8.568547, 896.743400)
(456.678900, -3.975020, 897.008400)
(456.771600, -3.363649, 897.161000)
(456.645100, -2.905206, 897.270300)
(456.654000, -2.759018, 897.360200)
(456.264700, -2.268865, 897.469400)
(455.940100, -1.974150, 897.540900)
(455.830100, -0.411445, 897.740900)
(455.810000, -0.083689, 897.893400)
(455.595200, 1.958354, 898.207600)
(455.967500, 3.492629, 898.433600)
(455.961600, 3.670081, 898.526900)
(455.891300, 3.695947, 898.674600)
(455.773400, 3.975329, 898.816300)
(455.873000, 4.244383, 898.968700)
(455.936400, 4.372702, 899.052300)
(455.961400, 4.188113, 899.202500)
(455.861700, 4.294286, 899.333300)
(450.809300, -6.579877, 898.593500)
(450.641100, -6.769557, 898.688900)
(450.342700, -10.024940, 898.462800)
(450.264100, -9.818105, 898.596300)
(450.276600, -9.818104, 898.707000)
(450.525000, -9.679760, 898.824500)
(450.566600, -9.782537, 898.926900)
(450.489000, -9.945108, 899.019700)
(450.486100, -9.945100, 899.124900)
(450.166800, -10.796950, 899.157800)
(449.632600, -12.637300, 899.103600)
(449.604300, -13.445870, 899.130600)
(449.601400, -13.445860, 899.235800)
(449.318600, -13.466360, 899.341300)
(449.051400, -13.641510, 899.419100)
(448.948700, -13.674550, 899.507800)
(448.936600, -13.674560, 899.611000)
(449.308700, -13.787920, 899.681500)
(449.409900, -13.680880, 899.793100)
(449.619900, -13.859770, 899.874400)
(449.607900, -13.859790, 899.977700)
(449.675400, -14.089960, 900.055300)
(449.663500, -14.089960, 900.158600)
(450.088400, -14.405090, 900.240400)
(450.076800, -14.405090, 900.343600)
(450.322500, -14.629870, 900.453200)
(450.328300, -14.621730, 900.572300)
(450.881800, -14.188020, 900.651100)
(450.999700, -14.294100, 900.781600)
(451.298300, -14.173580, 900.890300)
(451.343800, -14.070150, 901.019700)
(451.268500, -14.055030, 901.095200)
(451.476000, -14.176150, 901.225500)
(451.463200, -14.173270, 901.352500)
(451.541400, -14.144570, 901.471900)
(451.535500, -14.144570, 901.540600)
(451.673300, -14.195140, 901.653900)
(451.737000, -14.335690, 901.770400)
(451.693500, -14.256820, 901.904300)
(451.685200, -14.256820, 902.007400)
(0.000000, 0.000000, 0.000000)
(451.902300, -14.672500, 902.151700)
(479.781400, -20.538650, 899.294700)
(479.773300, -20.538650, 899.397800)
(480.105700, -20.184030, 899.512700)
(486.692000, -21.163730, 898.946000)
(487.271500, -21.452280, 898.932900)
(487.335400, -21.304610, 899.077000)
(487.730200, -21.610730, 899.077300)
(487.803400, -21.632850, 899.193800)
(488.121900, -21.918570, 899.219200)
(488.504800, -22.136210, 899.239300)
(497.667900, -25.651470, 898.114100)
(497.679200, -25.671460, 898.246100)
(498.242900, -25.527760, 898.336700)
(498.536200, -25.523890, 898.428800)
(499.534700, -25.629920, 898.400900)
(499.521900, -25.625490, 898.543900)
(499.888900, -25.773520, 898.603600)
(500.367500, -25.941990, 898.639800)
(501.139600, -26.116150, 898.623000)
(501.228500, -26.225990, 898.714800)
(501.645300, -26.537450, 898.737100)
(501.800000, -26.698700, 898.832000)
(501.803400, -26.698690, 898.934900)
(496.885100, -27.564130, 899.384800)
(489.953400, -27.857650, 900.063400)
(490.098300, -27.499730, 900.226600)
(490.100200, -27.499730, 900.295200)
(490.541700, -27.315340, 900.421600)
(490.566500, -27.138270, 900.572800)
(490.569300, -27.138270, 900.675700)
(490.705700, -27.240430, 900.775500)
(471.378800, -21.421570, 903.052900)
(454.691200, -15.870600, 905.093600)
(454.693300, -15.870600, 905.196700)
(454.534600, -15.562020, 905.351600)
(454.312900, -14.689430, 905.566000)
(454.184800, -14.588080, 905.679700)
(454.186800, -14.588090, 905.782700)
(454.122800, -14.475320, 905.888900)
(454.212700, -14.520580, 905.972800)
(454.488800, -14.677090, 906.042700)
(454.490600, -14.677080, 906.145800)
(454.678500, -14.930630, 906.215600)
(0.000000, 0.000000, 0.000000)
(455.569900, -15.184410, 906.322300)
(455.571900, -15.184400, 906.425400)
(483.682400, -23.681540, 903.378500)
(495.263200, -26.273790, 902.283100)
(496.133100, -26.360730, 902.275300)
(495.951000, -26.399570, 902.454300)
(496.374600, -26.398880, 902.531000)
(496.889700, -26.387870, 902.590000)
(497.757600, -26.431980, 902.588500)
(497.903100, -26.289270, 902.712800)
(498.342800, -26.516840, 902.716500)
(498.752900, -26.743430, 902.737100)
(486.177800, -23.276180, 904.203400)
(486.402600, -23.184150, 904.311500)
(472.111700, -18.572880, 906.088400)
(468.790600, -17.341400, 906.577500)
(468.793500, -17.341400, 906.680500)
(468.913600, -17.266470, 906.782300)
(469.455700, -17.667300, 906.788500)
(469.855900, -17.639920, 906.858500)
(469.859700, -17.639920, 906.961600)
(470.069100, -17.697390, 907.038900)
(470.073300, -17.697390, 907.141800)
(484.447800, -17.729650, 905.749500)
(497.302700, -16.513410, 904.527300)
(498.616600, -16.589180, 904.307300)
(498.622700, -16.589200, 904.410200)
(500.125200, -16.177590, 904.160300)
(501.564700, -16.388610, 903.786400)
(501.069300, -16.331470, 903.929800)
(502.963500, -16.221050, 903.496900)
(504.520200, -15.590360, 902.996700)
(507.674100, -15.387550, 901.984600)
(506.812100, -15.824460, 902.139800)
(0.000000, 0.000000, 0.000000)
(516.869900, -15.046700, 898.546300)
(532.692900, -18.893830, 892.482800)
(532.699800, -18.893840, 892.505400)
(532.703700, -18.893840, 892.518300)
(532.704800, -18.893840, 892.521700)
(552.277100, -21.578490, 880.953800)
(549.547700, -21.161690, 882.177300)
(553.801900, -21.062240, 879.048400)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
(574.335000, -20.997450, 864.588900)
(574.335000, -20.997450, 864.588900)
(0.000000, 0.000000, 0.000000)
(576.843600, -18.606710, 860.612900)
(576.843600, -18.606720, 860.612900)
(577.034300, -18.109840, 859.702300)
(577.034300, -18.109840, 859.702300)
(0.000000, 0.000000, 0.000000)
(580.353800, -15.830870, 856.430200)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
(579.053100, -15.442550, 857.371300)
(0.000000, 0.000000, 0.000000)
(578.574300, -15.146060, 857.949600)
(578.574300, -15.146070, 857.949600)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
(549.834400, -18.089820, 880.396100)
(513.640400, -13.763150, 898.524400)
(513.640400, -13.763120, 898.524400)
(470.476100, -7.286057, 915.778400)
(470.476100, -7.286057, 915.778400)
(466.259800, -9.411642, 914.404800)
(466.259800, -9.411641, 914.404800)
(459.033400, -9.086912, 914.642100)
(450.413600, -4.850957, 916.314300)
(450.413600, -4.850959, 916.314300)
(449.710600, -5.276745, 915.210900)
(450.986400, -5.949526, 914.862100)
(448.839100, -5.702238, 914.804400)
(450.054500, -6.085690, 914.122800)
(449.647100, -5.699333, 913.849900)
(450.639300, -6.036491, 913.637000)
(449.160300, -5.653909, 913.718400)
(449.279900, -6.246023, 913.455800)
(449.268900, -6.246028, 913.562900)
(449.820900, -6.109911, 913.229300)
(449.528000, -6.249265, 913.176900)
(449.515100, -6.249268, 913.283800)
(448.897500, -6.524191, 913.251100)
(448.559000, -6.237398, 913.234300)
(448.448700, -6.041296, 913.221900)
(448.433600, -6.041298, 913.328500)
(448.728700, -5.909767, 913.310900)
(448.970900, -5.841193, 913.321600)
(449.612900, -5.633183, 913.339200)
(449.130300, -5.751274, 913.447400)
(449.961600, -5.862168, 913.407300)
(449.332200, -5.877989, 913.516400)
(449.417100, -5.980774, 913.572600)
(449.943500, -6.452641, 913.578100)
(449.930100, -6.452643, 913.675700)
(451.515200, -13.174960, 912.932800)
(452.186700, -13.652890, 912.873400)
(452.617000, -13.722060, 913.004200)
(452.912500, -13.904170, 913.088200)
(452.857800, -13.944700, 913.194300)
(452.547200, -13.908040, 913.298100)
(452.462100, -13.999720, 913.418400)
(452.451600, -13.999720, 913.516400)
(452.660700, -14.562730, 913.525000)
(452.656000, -14.562720, 913.624900)
(453.005000, -14.485300, 913.696800)
(453.000300, -14.485300, 913.796800)
(453.388300, -14.621070, 913.875300)
(453.523800, -14.704600, 913.977100)
(453.520800, -14.704600, 914.043800)
(453.693100, -14.845520, 914.140600)
(453.688800, -14.845510, 914.240600)
(454.017500, -15.234310, 914.330800)
(453.913700, -15.318590, 914.457600)
(453.702100, -15.166960, 914.599500)
(453.698300, -15.166950, 914.699500)
(453.614500, -15.111420, 914.823500)
(458.083800, -12.843540, 914.629300)
(467.698600, -6.388963, 914.240500)
(467.705500, -6.388962, 914.340100)
(467.171700, -5.182885, 914.639000)
(467.178800, -5.182898, 914.738600)
(467.169800, -4.694250, 914.894700)
(467.074400, -4.504633, 915.037600)
(467.031800, -4.580624, 915.146000)
(467.039000, -4.580626, 915.245600)
(466.851100, -4.314074, 915.397300)
(466.832000, -4.253675, 915.506300)
(466.971800, -4.263371, 915.554400)
(466.999100, -4.188361, 915.688600)
(467.080500, -3.751577, 915.807400)
(464.573100, -3.954195, 916.195400)
(453.598800, -3.930038, 917.672700)
(453.408800, -3.930612, 917.803600)
(451.031800, -3.443440, 918.196400)
(450.441400, -3.084156, 918.332300)
(450.448100, -3.084160, 918.432100)
(450.420600, -2.915217, 918.506200)
(454.371400, 0.000973, 918.387000)
(454.137400, 0.376853, 918.523400)
(458.674600, 5.536100, 918.550500)
(458.506400, 6.690526, 918.764800)
(458.884200, 8.251868, 918.937000)
(458.941400, 8.379765, 919.031600)
(458.885600, 9.038953, 919.171300)
(458.601800, 9.520090, 919.306200)
(458.607900, 9.520088, 919.406900)
(458.523500, 9.759809, 919.501100)
(458.457200, 9.656609, 919.589500)
(458.326200, 9.796969, 919.681600)
(458.332200, 9.796974, 919.782300)
(459.666300, 9.389339, 919.680100)
(460.454400, 9.610632, 919.710400)
(460.513400, 9.969830, 919.803700)
(460.577500, 10.011850, 919.934000)
(460.723200, 10.749160, 920.077300)
(460.808800, 11.006250, 920.185500)
(460.770700, 11.115080, 920.267200)
(460.971900, 11.252140, 920.387100)
(460.894400, 11.237160, 920.487300)
(460.904500, 11.096060, 920.577900)
(460.843700, 10.943570, 920.639500)
(460.857800, 10.913730, 920.775500)
(459.752100, 10.707570, 920.993100)
(459.758200, 10.707570, 921.093800)
(457.456900, 11.852870, 921.538800)
(457.493600, 12.124180, 921.637800)
(457.499400, 12.124180, 921.738600)
(457.662400, 12.146100, 921.831200)
(457.673800, 12.196140, 921.944800)
(457.473800, 12.213100, 922.070400)
(457.479700, 12.213110, 922.171300)
(457.447100, 12.099340, 922.287500)
(457.443900, 12.041850, 922.389200)
(455.305600, 8.421086, 922.385400)
(455.143700, 8.336940, 922.523500)
(450.068400, -3.807196, 922.058500)
(449.454600, -6.240770, 921.973500)
(449.460100, -6.240770, 922.074500)
(450.137400, -5.966274, 922.120600)
(450.321300, -5.930272, 922.195900)
(450.200700, -6.031279, 922.305200)
(450.203700, -6.031279, 922.401400)
(450.128400, -6.186081, 922.490200)
(450.070000, -6.325521, 922.570900)
(450.161800, -6.564269, 922.651700)
(450.164800, -6.564267, 922.747900)
(450.216500, -6.271448, 922.860200)
(450.219500, -6.271447, 922.956400)
(450.211000, -6.512688, 923.011200)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
(449.607400, -11.525460, 923.056200)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
(450.032400, -11.851920, 923.276100)
(455.682300, -7.745361, 923.111300)
(455.686600, -7.934460, 923.200700)
(455.640100, -7.947953, 923.269000)
(455.656800, -8.050925, 923.390900)
(455.309700, -8.173656, 923.493800)
(455.248700, -8.534586, 923.551300)
(455.368200, -8.532073, 923.602700)
(455.399800, -8.509026, 923.732400)
(455.836900, -8.372079, 923.809600)
(455.847100, -8.472124, 923.908500)
(455.831600, -8.643640, 923.958400)
(455.876400, -8.610173, 924.088600)
(455.802600, -8.756600, 924.152800)
(455.911900, -8.980659, 924.236600)
(455.915200, -8.980669, 924.332700)
(456.023500, -9.155208, 924.419900)
(455.926100, -9.098047, 924.537600)
(455.700500, -9.265051, 924.642500)
(455.703900, -9.265046, 924.738600)
(455.729600, -9.309676, 924.836200)
(455.745100, -9.446850, 924.924400)
(455.731300, -9.465837, 924.988600)
(455.825500, -9.534027, 925.111600)
(455.859000, -9.400697, 925.217000)
(455.862500, -9.400698, 925.313100)
(455.894200, -9.335001, 925.422100)
(456.021800, -9.423790, 925.503800)
(455.959600, -9.323941, 925.585100)
(455.904900, -9.293734, 925.715700)
(455.759900, -9.451582, 925.806900)
(455.761600, -9.520224, 925.894000)
(455.765100, -9.520222, 925.990100)
(456.565100, -9.229080, 926.006700)
(461.402700, -9.649909, 925.489000)
(464.913800, -10.097170, 925.134700)
(464.917200, -10.097170, 925.230800)
(465.231700, -10.330240, 925.258400)
(465.208500, -10.401210, 925.343400)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
