(422.402900, -13.603160, 891.889800)
(422.419700, -13.560380, 891.930400)
(422.414400, -13.352540, 891.949800)
(422.415900, -13.320380, 891.953200)
(422.494600, -13.454510, 891.956500)
(422.575300, -13.737270, 891.944900)
(422.575300, -13.737250, 891.944900)
(422.662500, -13.996450, 891.936600)
(294.960500, -3.949790, 732.710800)
(294.942000, -3.628689, 732.588200)
(294.871900, -2.713629, 732.858800)
(294.736900, -1.663296, 734.238000)
(294.653700, -0.735560, 735.082900)
(294.669700, -0.974556, 734.647400)
(294.669700, -1.145683, 735.008100)
(294.650600, -0.873413, 735.109900)
(294.649100, -0.615253, 734.482500)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
(296.470600, 24.496290, 700.079100)
(301.682800, 10.094510, 673.385300)
(304.915100, 12.318030, 662.029800)
(305.721400, 11.390370, 661.191500)
(302.042000, 33.522590, 676.280600)
(302.147200, 33.336890, 675.909900)
(304.086800, 9.501469, 672.306000)
(303.660900, 10.097550, 673.411500)
(302.867100, 9.423861, 676.132900)
(302.296500, 10.101340, 677.715900)
(302.913900, 7.529322, 674.998500)
(303.681200, 8.878625, 673.223800)
(305.120700, 9.937807, 668.272700)
(307.995800, 11.428400, 662.341000)
(310.042800, 11.515520, 657.921300)
(314.037800, 13.483280, 651.087000)
(315.773400, 14.863170, 648.700200)
(320.103500, 16.751850, 642.362200)
(319.946900, 15.866230, 644.735200)
(324.061200, 17.696140, 639.150000)
(327.690700, 17.408850, 633.423600)
(331.994700, 19.412920, 628.562400)
(329.970600, 14.717010, 632.658500)
(0.000000, 0.000000, 0.000000)
(331.962400, 15.167330, 630.994300)
(331.261900, 13.690090, 632.114300)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
(320.880600, 88.444490, 657.726100)
(323.179800, 67.042570, 651.565500)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
(330.309400, 86.606800, 652.187100)
(0.000000, 0.000000, 0.000000)
(329.626500, 95.209230, 658.197800)
(328.717700, 95.020590, 659.468900)
(311.480100, 65.203910, 680.601200)
(310.011700, 64.227910, 683.443800)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
(0.000000, 0.000000, 0.000000)
(297.918600, 17.202680, 706.662500)
(289.947400, 8.710135, 755.591700)
(290.810100, 7.890719, 761.819000)
(292.922100, 1.717556, 767.806400)
(293.997600, 0.798168, 772.722800)
(295.478200, -1.515485, 765.181500)
(296.138300, -2.100620, 768.422200)
