(0.000000, 0.000000, 0.000000)
(472.776600, -11.455430, 893.260500)
(476.318800, -10.482280, 892.972600)
(476.318800, -10.482280, 892.972600)
(476.318800, -10.482280, 892.972600)
(476.318800, -10.482280, 892.972600)
(476.318800, -10.482280, 892.972600)
(476.318800, -10.482280, 892.972600)
(476.318800, -10.482280, 892.972600)
(476.318800, -10.482280, 892.972600)
(476.318800, -10.482280, 892.972600)
(476.318800, -10.482280, 892.972600)
(472.188400, 8.091562, 895.017300)
(467.659800, 5.460408, 895.330500)
(467.686600, 4.522000, 895.271200)
(467.759800, 4.333360, 895.268800)
(467.822200, 4.130802, 895.251500)
(467.878200, 3.454799, 895.242900)
(467.659300, 2.523792, 895.241000)
(467.659300, 2.523874, 895.241000)
(466.788700, 1.684248, 895.322400)
(466.096300, 1.703202, 895.420800)
(466.428000, 3.252833, 895.544400)
(465.883400, 3.057417, 895.583200)
(460.326500, 1.822684, 895.998500)
(459.774000, 2.315798, 896.023700)
(460.160100, 2.616281, 896.014900)
(459.755400, 2.981353, 896.025300)
(460.573700, 3.020501, 895.932000)
(460.971800, 2.635660, 895.854500)
(460.764900, 2.720374, 895.861300)
(460.724300, 2.741493, 895.840500)
(460.580500, 2.750259, 895.831200)
(460.580500, 2.750260, 895.831200)
(460.062900, 2.961156, 895.849800)
(459.328300, 3.262605, 895.875600)
(459.066600, 3.583403, 895.832300)
(459.066600, 3.583398, 895.832300)
(459.366200, 3.507052, 895.741100)
(459.977800, 2.926592, 895.613500)
(459.910700, -0.401928, 895.288100)
(459.910700, -0.401930, 895.288100)
(458.962100, -9.884539, 894.551600)
(458.801500, -12.575450, 894.325100)
(458.730800, -13.416930, 894.254600)
(458.768100, -13.954610, 894.203600)
(458.801400, -13.956700, 894.202100)
(459.034400, -13.786130, 894.216100)
(458.959500, -13.691820, 894.235600)
(458.959500, -13.691820, 894.235600)
(459.550600, -12.598140, 894.277300)
(0.000000, 0.000000, 0.000000)
(460.563600, -9.935842, 894.391800)
(460.563600, -9.935870, 894.391800)
(458.160600, -5.877174, 894.902500)
