(0.526093, 0.317184)
(0.525058, 0.317927)
(0.525058, 0.317927)
(0.525058, 0.317927)
(0.525058, 0.317927)
(0.525058, 0.317927)
(0.525058, 0.317927)
(0.525058, 0.317927)
(0.525058, 0.317927)
(0.525058, 0.317927)
(0.525058, 0.317927)
(0.525058, 0.317927)
(0.525058, 0.317927)
(0.525058, 0.317927)
(0.525058, 0.317927)
(0.525058, 0.317927)
(0.525058, 0.317927)
(0.525058, 0.317927)
(0.525058, 0.317927)
(0.525058, 0.317927)
(0.504344, 0.324565)
(0.504344, 0.324565)
(0.593157, 0.338674)
(0.593157, 0.338674)
(0.588257, 0.339843)
(0.588257, 0.339843)
(0.585025, 0.339689)
(0.583358, 0.339082)
(0.584018, 0.338084)
(0.584018, 0.338084)
(0.595729, 0.325477)
(0.611854, 0.305282)
(0.610436, 0.306706)
(0.607898, 0.307309)
(0.607898, 0.307309)
(0.598106, 0.305041)
(0.597832, 0.303913)
(0.600561, 0.302570)
(0.601417, 0.301340)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.599943, 0.293611)
(0.453233, 0.337927)
(0.455567, 0.340751)
(0.460597, 0.336612)
(0.460597, 0.336612)
(0.464244, 0.332650)
(0.465203, 0.330179)
(0.470185, 0.335761)
(0.474712, 0.338150)
(0.479613, 0.336616)
(0.484233, 0.330052)
(0.484233, 0.330052)
(0.491368, 0.332019)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.453281, 0.319051)
(0.451579, 0.320175)
(0.429769, 0.312999)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.411828, 0.301228)
(0.491882, 0.285627)
(0.491882, 0.285627)
(0.573600, 0.272263)
(0.569441, 0.273690)
(0.565668, 0.275036)
(0.563740, 0.278518)
(0.563198, 0.279801)
(0.563215, 0.280184)
(0.564670, 0.280566)
(0.567025, 0.279450)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.517123, 0.340218)
(0.516590, 0.340772)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.518377, 0.344691)
(0.518295, 0.343556)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.517958, 0.342569)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.513865, 0.344582)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.512192, 0.347444)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.563116, 0.299811)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.553263, 0.299178)
(0.336901, 0.340054)
(0.332616, 0.332684)
(0.332616, 0.332684)
(0.000000, 0.000000)
(0.373923, 0.321162)
(0.340283, 0.323538)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.349799, 0.318197)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.262082, 0.295034)
(0.296944, 0.284094)
(0.000000, 0.000000)
(0.296944, 0.284094)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.321146, 0.276832)
(0.337416, 0.277607)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.364865, 0.279305)
(0.364865, 0.279305)
(0.302802, 0.280299)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.328993, 0.277401)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.276946, 0.287898)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.260706, 0.283920)
(0.260706, 0.283920)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.275666, 0.282557)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.558110, 0.250624)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.696750, 0.249132)
(0.675127, 0.270962)
(0.675127, 0.270962)
(0.674305, 0.266440)
(0.675258, 0.271166)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.721486, 0.300517)
(0.721486, 0.300517)
(0.723645, 0.293758)
(0.739359, 0.286217)
(0.000000, 0.000000)
(0.738965, 0.282771)
(0.729567, 0.286689)
(0.728469, 0.296443)
(0.730136, 0.303158)
(0.726658, 0.302781)
(0.725167, 0.300348)
(0.724300, 0.302168)
(0.723722, 0.301145)
(0.723722, 0.301145)
(0.727461, 0.296691)
(0.724023, 0.290675)
(0.724023, 0.290675)
(0.724229, 0.288143)
(0.000000, 0.000000)
(0.724638, 0.288200)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.725621, 0.290452)
(0.626812, 0.299663)
(0.626812, 0.299663)
(0.625227, 0.300750)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.401892, 0.286183)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
