(0.455330, 0.327396)
(0.455871, 0.326456)
(0.455871, 0.326456)
(0.455871, 0.326456)
(0.455871, 0.326456)
(0.455871, 0.326456)
(0.455871, 0.326456)
(0.455871, 0.326456)
(0.455871, 0.326456)
(0.455871, 0.326456)
(0.455871, 0.326456)
(0.455871, 0.326456)
(0.455871, 0.326456)
(0.455871, 0.326456)
(0.455871, 0.326456)
(0.454133, 0.325897)
(0.568667, 0.445656)
(0.700354, 0.432499)
(0.801417, 0.454285)
(0.800555, 0.459408)
(0.799769, 0.464645)
(0.798764, 0.468256)
(0.798219, 0.469368)
(0.796724, 0.471900)
(0.796724, 0.471900)
(0.795691, 0.477213)
(0.794756, 0.481523)
(0.794396, 0.483391)
(0.794574, 0.483391)
(0.795802, 0.482821)
(0.795788, 0.482856)
(0.795421, 0.482366)
(0.795421, 0.482366)
(0.794794, 0.481793)
(0.794396, 0.479978)
(0.792992, 0.477808)
(0.000000, 0.000000)
(0.619477, 0.450389)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.386524, 0.434810)
(0.375221, 0.437813)
(0.351564, 0.445014)
(0.292552, 0.458720)
(0.000000, 0.000000)
(0.300957, 0.462049)
(0.312044, 0.460629)
(0.305439, 0.457525)
(0.255606, 0.432257)
(0.259276, 0.425275)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.284910, 0.424754)
(0.291598, 0.425842)
(0.297720, 0.427130)
(0.303956, 0.426800)
(0.309889, 0.426081)
(0.315980, 0.424795)
(0.337371, 0.425619)
(0.382081, 0.433732)
(0.436642, 0.459971)
(0.458587, 0.478689)
(0.467455, 0.485025)
(0.475783, 0.487370)
(0.485616, 0.490161)
(0.485616, 0.490161)
(0.494567, 0.525828)
(0.505517, 0.531698)
(0.519381, 0.535480)
(0.531805, 0.539368)
(0.534097, 0.540605)
(0.481170, 0.547655)
(0.373993, 0.558653)
(0.275828, 0.556807)
(0.290706, 0.558602)
(0.309214, 0.559716)
(0.318441, 0.559892)
(0.336330, 0.558072)
(0.358219, 0.555339)
(0.358219, 0.555339)
(0.376042, 0.554036)
(0.000000, 0.000000)
(0.346504, 0.517652)
(0.341001, 0.501632)
(0.334989, 0.473772)
(0.328416, 0.447443)
(0.335075, 0.448872)
(0.341290, 0.450284)
(0.345987, 0.451422)
(0.352357, 0.452441)
(0.360439, 0.444571)
(0.414961, 0.389359)
(0.512034, 0.329329)
(0.515024, 0.330114)
(0.515219, 0.330830)
(0.514295, 0.331733)
(0.512383, 0.332366)
(0.517849, 0.334355)
(0.539340, 0.346216)
(0.687098, 0.431411)
(0.734873, 0.474097)
(0.728043, 0.475495)
(0.720028, 0.476297)
(0.709598, 0.475521)
(0.707317, 0.478092)
(0.730920, 0.499296)
(0.000000, 0.000000)
(0.729434, 0.515485)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.710248, 0.503310)
(0.706382, 0.511102)
(0.691336, 0.504254)
(0.691336, 0.504254)
(0.666997, 0.495315)
(0.666997, 0.495315)
(0.646316, 0.501682)
(0.000000, 0.000000)
(0.648006, 0.504461)
(0.648006, 0.504461)
(0.647944, 0.509901)
(0.647944, 0.509901)
(0.647398, 0.512372)
(0.647398, 0.512372)
(0.645379, 0.508814)
(0.645379, 0.508814)
(0.643139, 0.502294)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.644132, 0.491796)
(0.632757, 0.474130)
(0.611471, 0.456865)
(0.605063, 0.451512)
(0.600868, 0.456231)
(0.597352, 0.456938)
(0.595147, 0.452343)
(0.593072, 0.448100)
(0.591382, 0.445428)
(0.588883, 0.444935)
(0.585486, 0.442838)
(0.574950, 0.442716)
(0.510031, 0.429122)
(0.470716, 0.419236)
(0.469169, 0.419551)
(0.467985, 0.419038)
(0.467440, 0.418514)
(0.467440, 0.418514)
(0.470200, 0.423359)
(0.470453, 0.424771)
(0.472456, 0.427616)
(0.472456, 0.427616)
(0.475367, 0.435807)
(0.475367, 0.435807)
(0.482074, 0.436976)
(0.482074, 0.436976)
(0.487326, 0.438981)
(0.487326, 0.438981)
(0.491686, 0.437733)
(0.491686, 0.437733)
(0.000000, 0.000000)
(0.548418, 0.414543)
(0.648962, 0.403119)
(0.648962, 0.403119)
(0.648307, 0.403946)
(0.648307, 0.403946)
(0.649633, 0.405865)
(0.652055, 0.409412)
(0.651830, 0.411065)
(0.652409, 0.411281)
(0.653141, 0.413289)
(0.651748, 0.414992)
(0.649634, 0.415983)
(0.648124, 0.416721)
(0.645436, 0.416550)
(0.641189, 0.415630)
(0.638801, 0.414824)
(0.635715, 0.412926)
(0.633317, 0.412431)
(0.548906, 0.435067)
(0.518670, 0.439247)
(0.517377, 0.428375)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.536584, 0.460425)
(0.537242, 0.476128)
(0.533361, 0.474435)
(0.530098, 0.478722)
(0.525128, 0.487085)
(0.522212, 0.493256)
(0.518768, 0.499287)
(0.517962, 0.506096)
(0.551291, 0.535048)
(0.565607, 0.551399)
(0.566231, 0.556896)
(0.566360, 0.562028)
(0.567484, 0.566355)
(0.567574, 0.568619)
(0.567574, 0.568619)
(0.581077, 0.564865)
(0.621309, 0.555498)
(0.706446, 0.553916)
(0.706773, 0.557844)
(0.705935, 0.561227)
(0.705200, 0.561493)
(0.705208, 0.561302)
(0.706028, 0.561507)
(0.000000, 0.000000)
(0.728362, 0.513617)
(0.728362, 0.513617)
(0.660534, 0.458368)
(0.567652, 0.434750)
(0.567562, 0.434045)
(0.569402, 0.434777)
(0.570987, 0.436905)
(0.572071, 0.437936)
(0.573697, 0.438930)
(0.574891, 0.437263)
(0.575935, 0.435545)
(0.575890, 0.433473)
(0.531048, 0.419409)
(0.447690, 0.394734)
(0.443602, 0.394554)
(0.443526, 0.395989)
(0.442123, 0.395305)
(0.439878, 0.394113)
(0.436373, 0.394025)
(0.433949, 0.394688)
(0.433040, 0.394435)
(0.433697, 0.394416)
(0.433142, 0.394259)
(0.429162, 0.391785)
(0.424070, 0.390257)
(0.424070, 0.390257)
(0.415553, 0.392384)
(0.415553, 0.392384)
(0.410699, 0.392058)
(0.410699, 0.392058)
(0.410527, 0.390055)
(0.410527, 0.390055)
(0.415261, 0.391705)
(0.415261, 0.391705)
(0.423465, 0.394470)
(0.423465, 0.394470)
(0.430254, 0.394904)
(0.430254, 0.394904)
(0.435181, 0.393972)
(0.435181, 0.393972)
(0.437711, 0.390253)
(0.437711, 0.390253)
(0.438474, 0.387623)
(0.438474, 0.387623)
(0.439844, 0.386312)
(0.439844, 0.386312)
(0.439448, 0.387033)
(0.439448, 0.387033)
(0.437433, 0.386687)
(0.437433, 0.386687)
(0.437912, 0.387990)
(0.437912, 0.387990)
(0.439737, 0.387387)
(0.440409, 0.387038)
(0.543031, 0.361376)
(0.672420, 0.350181)
(0.673883, 0.351721)
(0.672290, 0.353656)
(0.670219, 0.356015)
(0.668998, 0.356413)
(0.664001, 0.358995)
(0.664001, 0.358995)
(0.660301, 0.357241)
(0.660301, 0.357241)
(0.657125, 0.360912)
(0.657125, 0.360912)
(0.655458, 0.359572)
(0.655458, 0.359572)
(0.657721, 0.357689)
(0.657721, 0.357689)
(0.663905, 0.354680)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.665037, 0.353774)
(0.683539, 0.498448)
(0.683539, 0.498448)
(0.683214, 0.494864)
(0.683214, 0.494864)
(0.685758, 0.496048)
(0.685758, 0.496048)
(0.686821, 0.494662)
(0.686821, 0.494662)
(0.688039, 0.493677)
(0.000000, 0.000000)
(0.550394, 0.423069)
(0.550394, 0.423069)
(0.438485, 0.346861)
(0.438485, 0.346861)
(0.433576, 0.354636)
(0.433576, 0.354636)
(0.430723, 0.358860)
(0.427905, 0.361026)
(0.425050, 0.360567)
(0.422858, 0.359921)
(0.421924, 0.359076)
(0.421852, 0.359084)
(0.423485, 0.359220)
(0.424485, 0.359493)
(0.426758, 0.357047)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.640243, 0.374065)
(0.670569, 0.372863)
(0.669756, 0.371634)
(0.668288, 0.371002)
(0.666256, 0.370504)
(0.665824, 0.370903)
(0.666068, 0.371389)
(0.667654, 0.372260)
(0.669027, 0.372707)
(0.669262, 0.374040)
(0.669461, 0.374754)
(0.669396, 0.375694)
(0.669568, 0.376328)
(0.668487, 0.375195)
(0.667110, 0.373482)
(0.666064, 0.373295)
(0.665038, 0.372294)
(0.663134, 0.370709)
(0.661488, 0.369400)
(0.659484, 0.366406)
(0.658238, 0.364311)
(0.658238, 0.364311)
(0.657437, 0.365873)
(0.657448, 0.365954)
(0.656281, 0.368449)
(0.656281, 0.368449)
(0.653370, 0.371513)
(0.652394, 0.372796)
(0.654004, 0.372695)
(0.657865, 0.371716)
(0.659749, 0.371033)
(0.661278, 0.369935)
(0.661041, 0.369794)
(0.629262, 0.359719)
(0.556119, 0.350846)
(0.554956, 0.352789)
(0.555948, 0.354142)
(0.556740, 0.352016)
(0.555700, 0.348424)
(0.551669, 0.346624)
(0.546664, 0.345766)
(0.543024, 0.345091)
(0.540158, 0.345146)
(0.535773, 0.343718)
(0.533677, 0.342517)
(0.533896, 0.343546)
(0.534817, 0.346623)
(0.535849, 0.349250)
(0.541544, 0.351202)
(0.562822, 0.353267)
(0.619851, 0.357790)
(0.622109, 0.358400)
(0.623365, 0.358674)
