(0.463749, 0.670587)
(0.463749, 0.670587)
(0.463749, 0.670587)
(0.463749, 0.670587)
(0.463749, 0.670587)
(0.463749, 0.670587)
(0.463749, 0.670587)
(0.463749, 0.670587)
(0.463749, 0.670587)
(0.463749, 0.670587)
(0.497003, 0.407392)
(0.497003, 0.407392)
(0.498901, 0.407300)
(0.503245, 0.412593)
(0.503385, 0.414328)
(0.502175, 0.415190)
(0.502175, 0.415190)
(0.501332, 0.415522)
(0.500649, 0.416205)
(0.502361, 0.416604)
(0.502361, 0.416604)
(0.502933, 0.416698)
(0.502947, 0.416922)
(0.494667, 0.421531)
(0.494667, 0.421531)
(0.461517, 0.444255)
(0.445159, 0.457335)
(0.445159, 0.457335)
(0.443009, 0.461469)
(0.442802, 0.462039)
(0.442685, 0.462836)
(0.439756, 0.462921)
(0.439756, 0.462921)
(0.364310, 0.448054)
(0.340471, 0.443797)
(0.340471, 0.443797)
(0.341820, 0.443654)
(0.342696, 0.443480)
(0.342755, 0.443887)
(0.342755, 0.443887)
(0.343625, 0.444039)
(0.343691, 0.443623)
(0.342875, 0.444524)
(0.342875, 0.444524)
(0.342783, 0.444536)
(0.351958, 0.442486)
(0.359853, 0.441879)
(0.359853, 0.441879)
(0.360834, 0.441882)
(0.361775, 0.440339)
(0.361543, 0.439432)
(0.361543, 0.439432)
(0.360594, 0.438541)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.257654, 0.475049)
(0.000000, 0.000000)
(0.257137, 0.476789)
(0.257795, 0.476730)
(0.257795, 0.476730)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.299327, 0.491679)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.400510, 0.502287)
(0.400510, 0.502287)
(0.000000, 0.000000)
(0.586597, 0.473617)
(0.582625, 0.473115)
(0.656324, 0.463517)
(0.656324, 0.463517)
(0.656324, 0.463517)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.000000, 0.000000)
(0.768137, 0.468996)
(0.768137, 0.468996)
(0.776475, 0.470677)
(0.761864, 0.469082)
(0.778727, 0.471096)
(0.778727, 0.471096)
(0.739161, 0.475647)
(0.739161, 0.475647)
(0.694782, 0.477255)
(0.694782, 0.477255)
(0.784920, 0.494684)
(0.768506, 0.498222)
(0.754246, 0.500636)
(0.743838, 0.502518)
(0.730619, 0.504917)
(0.720869, 0.505916)
(0.720869, 0.505916)
(0.687445, 0.507853)
(0.676473, 0.508978)
(0.663787, 0.511419)
(0.663787, 0.511419)
(0.637552, 0.516541)
(0.637552, 0.516541)
(0.635455, 0.535400)
(0.630365, 0.558432)
(0.615887, 0.566804)
(0.614628, 0.567426)
(0.598962, 0.573635)
(0.598962, 0.573635)
(0.594554, 0.575172)
(0.593225, 0.574158)
(0.593198, 0.572949)
(0.000000, 0.000000)
(0.591259, 0.567478)
(0.529293, 0.535114)
(0.482627, 0.510739)
